title	year	imdbID	rating	genre	value	revenue	original_language	popularity	vote_average	budget
Diplomatie 	2014 	tt3129564 	Not Rated 	Drama, War 	$0.23M 	3946880 	fr 	4.041023 	7.2 	0
NightLights 	2014 	tt1997621 	R 	Drama 	$0.02M 	0 	en 	0.013303 	0.0 	0
Set Fire to the Stars 	2014 	tt3455740 	Unrated 	Biography, Drama 	$0.00M 	0 	en 	1.764024 	5.3 	0
Serial Killer 1 	2014 	tt3433632 	Not Rated 	Crime, Drama 	$0.01M 	0 	fr 	3.809691 	7.0 	5290000
Awake: The Life of Yogananda 	2014 	tt3741860 	PG 	Documentary 	$1.02M 	0 	en 	0.34839 	6.7 	0
I nostri ragazzi 	2014 	tt3561348 	Not Rated 	Drama 	$0.01M 	0 	it 	2.640661 	6.4 	0
Bhopal: A Prayer for Rain 	2014 	tt0839742 	Not Rated 	Drama, History 	$0.01M 	0 	en 	1.200791 	5.9 	0
Marie's Story 	2014 	tt3132714 	Not Rated 	Biography, Drama 	$0.01M 	0 	fr 	1.526054 	6.9 	0
Flowers 	2014 	tt3900206 	Not Rated 	Drama 	$0.06M 	0 	eu 	1.130358 	6.7 	0
Efes beyahasei enosh 	2014 	tt3576084 	Unrated 	Comedy, Drama 	$0.10M 	0 	he 	1.270734 	6.1 	0
Hae-jeok: Ba-da-ro gan san-jeok 	2014 	tt3485166 	Not Rated 	Action, Adventure, Comedy 	$0.38M 	0 	ko 	3.86656 	6.4 	0
America: Imagine the World Without Her 	2014 	tt2785390 	PG-13 	Documentary 	$14.44M 	0 	en 	1.831427 	5.4 	0
Land Ho! 	2014 	tt3283556 	R 	Adventure, Comedy 	$0.73M 	0 	en 	3.854423 	5.8 	0
Pro Wrestlers vs Zombies 	2014 	tt2240046 	Not Rated 	Action, Comedy, Horror 	$0.02M 	0 	en 	0.486395 	4.3 	230000
She's Beautiful When She's Angry 	2014 	tt3319508 	Not Rated 	Documentary, History 	$0.42M 	0 	en 	0.812619 	7.8 	0
I Am Ali 	2014 	tt4008652 	PG 	Documentary, Biography, Sport 	$0.00M 	7205 	en 	2.131986 	6.8 	0
Difret 	2014 	tt2611390 	Unrated 	Biography, Crime, Drama 	$0.04M 	49667 	en 	1.083806 	5.4 	0
Whitey: United States of America v. James J. Bulger 	2014 	tt3326366 	R 	Documentary, Biography, Crime 	$0.08M 	0 	en 	1.182978 	6.3 	0
Next Goal Wins 	2014 	tt2446600 	Not Rated 	Documentary, Sport 	$0.04M 	0 	en 	1.330269 	7.5 	0
Zhì qu weihu shan 	2014 	tt3950078 	Not Rated 	Action, Adventure, Biography 	$0.23M 	228984 	zh 	8.17389 	6.4 	0
Sunshine Superman 	2014 	tt1322313 	PG 	Documentary, Biography, Sport 	$0.09M 	88097 	en 	1.357562 	7.2 	400000
The Hacker Wars 	2014 	tt4047350 	Not Rated 	Documentary, Crime 	$0.00M 	0 	en 	0.636992 	4.9 	0
The Principle 	2014 	tt2458876 	PG 	Documentary, News, Sci-Fi 	$0.09M 	0 	en 	0.030641 	0.0 	0
Hollidaysburg 	2014 	tt3569326 	Not Rated 	Comedy 	$0.00M 	0 	en 	0.666876 	5.2 	600000
Más negro que la noche 	2014 	tt3450116 	R 	Horror 	$0.86M 	0 	es 	1.255238 	4.0 	0
Two-Bit Waltz 	2014 	tt2570224 	R 	Comedy, Drama, Family 	$0.00M 	0 	en 	1.288346 	5.4 	0
Félix et Meira 	2014 	tt3685218 	R 	Drama, Romance 	$0.45M 	0 	fr 	1.104404 	5.6 	0
Xenia 	2014 	tt3186946 	Unrated 	Drama, Romance 	$0.00M 	0 	el 	0.815812 	5.5 	0
The Reconstruction of William Zero 	2014 	tt1867091 	Not Rated 	Drama, Sci-Fi, Thriller 	$0.00M 	0 	en 	3.539632 	5.1 	0
Of Mind and Music 	2014 	tt3057572 	PG-13 	Drama, Music 	$0.02M 	0 	en 	0.718777 	6.3 	0
Showrunners: The Art of Running a TV Show 	2014 	tt1942971 	Not Rated 	Documentary, Biography, News 	$0.00M 	0 	en 	2.278414 	6.2 	0
A Lego Brickumentary 	2014 	tt3214286 	G 	Documentary 	$0.10M 	0 	en 	3.219754 	6.4 	650000
3 Nights in the Desert 	2014 	tt2123884 	R 	Drama 	$0.00M 	0 	en 	1.532667 	4.4 	0
Nas: Time Is Illmatic 	2014 	tt3549508 	TV-14 	Documentary, Biography, Music 	$0.11M 	0 	en 	2.117686 	7.1 	0
Veeram 	2014 	tt3320578 	Unrated 	Action, Family 	$0.24M 	19000000 	ta 	0.945661 	5.8 	5900000
Buzzard 	2014 	tt2656588 	Not Rated 	Comedy, Drama, Horror 	$0.01M 	13684 	en 	0.749668 	5.8 	0
Alive Inside 	2014 	tt2593392 	Not Rated 	Documentary, News 	$0.15M 	0 	en 	2.995343 	7.7 	0
National Gallery 	2014 	tt3720794 	Not Rated 	Documentary 	$0.10M 	0 	en 	1.091626 	7.3 	0
Ivory Tower 	2014 	tt3263520 	PG-13 	Documentary, Family, History 	$0.10M 	0 	en 	1.292432 	7.1 	0
Do I Sound Gay? 	2014 	tt3997238 	Unrated 	Documentary 	$0.06M 	0 	en 	1.560511 	6.2 	0
Ballet 422 	2014 	tt3164198 	PG 	Documentary, Music, Sport 	$0.33M 	0 	en 	1.630252 	6.3 	0
Six Dance Lessons in Six Weeks 	2014 	tt1670994 	Not Rated 	Comedy, Drama 	$0.07M 	0 	en 	0.14554 	0.0 	0
Beloved Sisters 	2014 	tt2790236 	Not Rated 	Drama, History, Romance 	$0.05M 	0 	de 	8.473699 	5.5 	0
Kundo: Min-ran-eui si-dae 	2014 	tt2972482 	Not Rated 	Action, Drama 	$0.28M 	0 	ko 	8.42798 	6.8 	0
Take Me to the River 	2014 	tt3498950 	PG 	Documentary, Music 	$0.03M 	0 	en 	0.12046 	5.7 	0
Deli Man 	2014 	tt4239548 	PG-13 	Documentary 	$0.48M 	0 	en 	0.528654 	6.9 	0
Mita Tova 	2014 	tt3163304 	Unrated 	Comedy, Drama, Romance 	$0.17M 	0 	de 	0.764007 	6.0 	0
Locker 13 	2014 	tt1241226 	R 	Thriller 	$0.00M 	0 	en 	1.361674 	6.8 	0
Jilla 	2014 	tt2678948 	Unrated 	Action, Drama, Thriller 	$0.23M 	18000000 	ta 	1.017844 	6.1 	8000000
Island of Lemurs: Madagascar 	2014 	tt3231010 	G 	Documentary, Short, Adventure 	$10.72M 	0 	en 	3.014675 	4.3 	0
NOW: In the Wings on a World Stage 	2014 	tt3608848 	Not Rated 	Documentary 	$0.04M 	0 	en 	0.443738 	5.6 	0
Der Vampir auf der Couch 	2014 	tt3400980 	Unrated 	Comedy, Horror 	$0.03M 	0 	de 	0.790403 	5.9 	0
Dancing Arabs 	2014 	tt2841572 	Not Rated 	Drama 	$0.28M 	0 	en 	1.319071 	7.1 	0
Seymour: An Introduction 	2014 	tt2219650 	PG 	Documentary, Biography, Music 	$0.58M 	0 	en 	1.231652 	6.4 	0
Meet the Mormons 	2014 	tt4003774 	PG 	Documentary 	$5.88M 	0 	en 	1.183692 	5.8 	0
The Historian 	2014 	tt2714410 	Not Rated 	Drama 	$0.01M 	0 	en 	0.494778 	6.0 	0
I Am Big Bird: The Caroll Spinney Story 	2014 	tt2358456 	Not Rated 	Documentary, Biography, Drama 	$0.01M 	0 	en 	0.7588 	7.0 	0
Keep on Keepin' On 	2014 	tt2674040 	R 	Documentary 	$0.16M 	0 	en 	0.614095 	6.9 	0
Olvidados 	2014 	tt2559036 	Not Rated 	Drama 	$0.02M 	0 	es 	0.183936 	7.0 	0
God the Father 	2014 	tt3722118 	R 	Documentary 	$0.09M 	0 	en 	0.053032 	4.0 	0
Under the Electric Sky 	2014 	tt2966934 	PG-13 	Documentary, Music 	$0.20M 	0 	en 	0.612538 	6.3 	0
The Mystery of Happiness 	2014 	tt3302594 	Not Rated 	Comedy, Drama, Romance 	$0.01M 	0 	es 	0.859102 	6.3 	0
Magician: The Astonishing Life and Work of Orson Welles 	2014 	tt4137324 	PG-13 	Documentary, Biography 	$0.02M 	0 	en 	1.377585 	6.9 	0
A Bit of Bad Luck 	2014 	tt2406306 	Not Rated 	Comedy, Drama, Thriller 	$0.02M 	0 	en 	1.142831 	4.4 	0
The Winding Stream 	2014 	tt2516274 	Not Rated 	Documentary, Biography, Family 	$0.02M 	0 	en 	1.069838 	6.8 	0
Runoff 	2014 	tt2094034 	R 	Drama 	$0.03M 	0 	en 	1.310326 	4.9 	0
A Long Way Off 	2014 	tt2386502 	PG 	Drama, Family, Romance 	$0.03M 	28951 	en 	0.650294 	6.0 	500000
Arrête ou je continue 	2014 	tt3202374 	Not Rated 	Comedy 	$0.00M 	0 	fr 	0.665692 	5.3 	0
The Connection 	2014 	tt3856972 	R 	Documentary, News 	$0.19M 	0 	en 	0.431193 	5.8 	0
On Any Sunday: The Next Chapter 	2014 	tt2872570 	PG 	Documentary, Action, Adventure 	$0.54M 	0 	en 	0.234248 	7.3 	0
The Search for General Tso 	2014 	tt3576038 	Not Rated 	Documentary, Comedy, History 	$0.01M 	0 	en 	0.863586 	6.8 	0
Watchers of the Sky 	2014 	tt2049589 	Not Rated 	Documentary, Biography, History 	$0.02M 	0 	en 	0.302144 	5.1 	0
The Yes Men Are Revolting 	2014 	tt2531282 	Unrated 	Documentary 	$0.05M 	0 	en 	0.342283 	6.9 	0
As It Is in Heaven 	2014 	tt2176228 	Not Rated 	Drama 	$0.01M 	0 	en 	0.064008 	8.0 	0
Pump 	2014 	tt2630916 	PG 	Documentary 	$0.07M 	0 	en 	0.4871 	7.8 	0
This Last Lonely Place 	2014 	tt2422276 	Not Rated 	Crime, Drama, Thriller 	$0.02M 	0 	en 	0.077907 	0.0 	0
Don't Think I've Forgotten: Cambodia's Lost Rock & Roll 	2014 	tt2634200 	Unrated 	Documentary, Music 	$0.12M 	0 	en 	0.190467 	8.7 	0
Butterfly Girl 	2014 	tt2421956 	Not Rated 	Documentary 	$0.01M 	0 	en 	0.038802 	0.0 	0
Big Muddy 	2014 	tt3213222 	R 	Crime, Drama, Western 	$0.00M 	0 	en 	1.404981 	5.5 	0
To Be Takei 	2014 	tt2174896 	Not Rated 	Documentary, Biography 	$0.05M 	0 	en 	2.810831 	6.9 	0
Born to Fly: Elizabeth Streb vs. Gravity 	2014 	tt2246526 	Not Rated 	Documentary, Action, Biography 	$0.02M 	0 	en 	0.103106 	5.0 	0
Gone Doggy Gone 	2014 	tt3138166 	Not Rated 	Adventure, Comedy 	$0.01M 	0 	en 	0.199984 	4.6 	0
Lambert & Stamp 	2014 	tt3458236 	R 	Documentary, Biography, History 	$0.18M 	0 	en 	0.526713 	7.8 	0
Rocks in My Pockets 	2014 	tt2961890 	Not Rated 	Animation, Comedy, Drama 	$0.02M 	0 	en 	0.52706 	9.4 	0
Gekijouban Tiger & Bunny: The Rising 	2014 	tt3204012 	TV-14 	Animation, Action, Adventure 	$0.03M 	0 	en 	0.429091 	6.0 	0
Nowitzki: The Perfect Shot 	2014 	tt3626804 	Not Rated 	Documentary, Biography, Sport 	$0.04M 	0 	en 	1.772018 	6.8 	0
Touch the Wall 	2014 	tt2980728 	Not Rated 	Documentary, Family, Sport 	$0.79M 	0 	en 	0.017647 	0.0 	0
A Reason 	2014 	tt2421328 	R 	Drama 	$0.01M 	0 	en 	0.015625 	0.0 	0
We Are the Giant 	2014 	tt3455850 	Not Rated 	Documentary 	$0.00M 	0 	en 	0.412529 	7.3 	0
Beyond Sight: The Derek Rabelo Story 	2014 	tt2933292 	M/PG 	Documentary, Adventure, Family 	$0.09M 	0 	en 	0.014245 	0.0 	0
The Great Invisible 	2014 	tt3567200 	PG-13 	Documentary 	$0.01M 	0 	en 	0.299085 	5.6 	0
The Quitter 	2014 	tt2377194 	Not Rated 	Comedy, Drama 	$0.01M 	0 	en 	0.360297 	0.0 	0
There's No Place Like Utopia 	2014 	tt3868452 	PG-13 	Documentary 	$0.05M 	0 	en 	0.05209 	0.5 	0
The Homestretch 	2014 	tt2492002 	Not Rated 	Documentary 	$0.02M 	0 	en 	0.023397 	0.0 	0
In No Great Hurry: 13 Lessons in Life with Saul Leiter 	2014 	tt2222584 	Not Rated 	Documentary 	$0.01M 	0 	en 	0.168314 	7.0 	0
SBK The-Movie 	2014 	tt4227032 	PG-13 	Comedy 	$0.00M 	0 	en 	0.102078 	0.0 	0
Sicario 	2015 	tt3397884 	R 	Action, Crime, Drama 	$46.89M 	84025816 	en 	21.228245 	7.2 	30000000
Star Wars: The Force Awakens 	2015 	tt2488496 	PG-13 	Action, Adventure, Fantasy 	$936.66M 	2068223624 	en 	38.018969 	7.5 	245000000
Mad Max: Fury Road 	2015 	tt1392190 	R 	Action, Adventure, Sci-Fi 	$153.64M 	378858340 	en 	23.410676 	7.3 	150000000
Pitch Perfect 2 	2015 	tt2848292 	PG-13 	Comedy, Music 	$184.30M 	287506194 	en 	14.887677 	6.8 	29000000
Fifty Shades of Grey 	2015 	tt2322441 	R 	Drama, Romance, Thriller 	$166.17M 	571006128 	en 	14.782616 	5.2 	40000000
The Man from U.N.C.L.E. 	2015 	tt1638355 	PG-13 	Action, Adventure, Comedy 	$45.45M 	108145109 	en 	13.46119 	7.1 	75000000
Jurassic World 	2015 	tt0369610 	PG-13 	Action, Adventure, Sci-Fi 	$652.27M 	1513528810 	en 	29.51182 	6.5 	150000000
The Hateful Eight 	2015 	tt3460252 	R 	Crime, Drama, Mystery 	$54.12M 	155760117 	en 	16.705608 	7.6 	44000000
The Revenant 	2015 	tt1663202 	R 	Adventure, Drama, Thriller 	$183.64M 	532950503 	en 	23.539039 	7.3 	135000000
The Martian 	2015 	tt3659388 	PG-13 	Adventure, Drama, Sci-Fi 	$228.43M 	630161890 	en 	18.114963 	7.6 	108000000
The VVitch: A New-England Folktale 	2015 	tt4263482 	R 	Horror, Mystery 	$25.14M 	40423945 	en 	12.882993 	6.3 	3500000
Avengers: Age of Ultron 	2015 	tt2395427 	PG-13 	Action, Adventure, Sci-Fi 	$459.01M 	1405403694 	en 	25.511511 	7.3 	280000000
The Big Short 	2015 	tt1596363 	R 	Biography, Comedy, Drama 	$70.26M 	133346506 	en 	14.128498 	7.3 	28000000
Terminator Genisys 	2015 	tt1340138 	PG-13 	Action, Adventure, Sci-Fi 	$89.76M 	440603537 	en 	31.31602 	5.8 	155000000
The Danish Girl 	2015 	tt0810819 	R 	Biography, Drama, Romance 	$12.71M 	64191523 	en 	12.329094 	7.4 	15000000
Black Mass 	2015 	tt1355683 	R 	Biography, Crime, Drama 	$62.58M 	98837872 	en 	10.459934 	6.3 	53000000
Mission: Impossible - Rogue Nation 	2015 	tt2381249 	PG-13 	Action, Adventure, Thriller 	$195.04M 	682330139 	en 	16.984562 	7.1 	150000000
Trainwreck 	2015 	tt3152624 	R 	Comedy, Drama, Romance 	$110.21M 	140795793 	en 	13.545633 	5.9 	35000000
Furious 7 	2015 	tt2820852 	PG-13 	Action, Crime, Thriller 	$353.01M 	1506249360 	en 	25.545017 	7.3 	190000000
San Andreas 	2015 	tt2126355 	PG-13 	Action, Adventure, Drama 	$155.19M 	470490832 	en 	18.40987 	6.0 	110000000
Carol 	2015 	tt2402927 	R 	Drama, Romance 	$12.71M 	40272135 	en 	9.671994 	7.3 	11800000
The Lobster 	2015 	tt3464902 	R 	Comedy, Drama, Romance 	$8.70M 	15656193 	en 	10.655146 	6.7 	4000000
Maze Runner: The Scorch Trials 	2015 	tt4046784 	PG-13 	Action, Sci-Fi, Thriller 	$81.67M 	311256926 	en 	12.325135 	6.5 	61000000
The Age of Adaline 	2015 	tt1655441 	PG-13 	Drama, Fantasy, Romance 	$42.48M 	65663276 	en 	9.337809 	7.4 	25000000
Ant-Man 	2015 	tt0478970 	PG-13 	Action, Adventure, Comedy 	$180.20M 	519311965 	en 	20.554495 	7.0 	130000000
Spy 	2015 	tt3079380 	R 	Action, Comedy, Crime 	$110.83M 	235666219 	en 	11.29789 	6.9 	65000000
Insurgent 	2015 	tt2908446 	PG-13 	Action, Adventure, Sci-Fi 	$130.18M 	295238201 	en 	23.547788 	6.2 	110000000
Southpaw 	2015 	tt1798684 	R 	Drama, Sport 	$52.42M 	91709827 	en 	16.015872 	7.3 	30000000
Magic Mike XXL 	2015 	tt2268016 	R 	Comedy, Drama, Music 	$66.01M 	122513057 	en 	7.958243 	6.2 	14800000
Straight Outta Compton 	2015 	tt1398426 	R 	Biography, Drama, History 	$161.20M 	201634991 	en 	18.232465 	7.7 	28000000
Everest 	2015 	tt2719848 	PG-13 	Action, Adventure, Drama 	$43.48M 	203427584 	en 	11.074308 	6.7 	55000000
The Last Witch Hunter 	2015 	tt1618442 	PG-13 	Action, Adventure, Fantasy 	$27.37M 	146936910 	en 	9.890735 	5.7 	90000000
Tomorrowland 	2015 	tt1964418 	PG 	Action, Adventure, Family 	$93.44M 	209154322 	en 	18.116864 	6.2 	190000000
Sleeping with Other People 	2015 	tt3165612 	R 	Comedy, Drama, Romance 	$0.81M 	3214116 	en 	7.974253 	6.2 	0
Hotel Transylvania 2 	2015 	tt2510894 	PG 	Animation, Comedy, Family 	$169.70M 	473226958 	en 	11.716067 	6.7 	80000000
Hitman: Agent 47 	2015 	tt2679042 	R 	Action, Adventure, Crime 	$22.46M 	81967450 	en 	10.301059 	5.5 	35000000
Creed 	2015 	tt3076658 	PG-13 	Drama, Sport 	$109.77M 	173567581 	en 	11.103408 	7.3 	37000000
The DUFF 	2015 	tt1666801 	PG-13 	Comedy, Romance 	$34.02M 	43528634 	en 	7.335432 	6.8 	8500000
Crimson Peak 	2015 	tt2554274 	R 	Drama, Fantasy, Horror 	$31.06M 	74679822 	en 	12.333833 	6.4 	55000000
The Hunger Games: Mockingjay - Part 2 	2015 	tt1951266 	PG-13 	Action, Adventure, Sci-Fi 	$281.72M 	653428261 	en 	15.643828 	6.6 	160000000
Daddy's Home 	2015 	tt1528854 	PG-13 	Comedy, Family 	$150.36M 	242786137 	en 	7.109594 	5.8 	50000000
Jupiter Ascending 	2015 	tt1617661 	PG-13 	Action, Adventure, Sci-Fi 	$47.39M 	183987723 	en 	22.567085 	5.2 	176000003
Point Break 	2015 	tt2058673 	PG-13 	Action, Crime, Sport 	$28.78M 	133718711 	en 	8.193375 	5.5 	105000000
Brooklyn 	2015 	tt2381111 	PG-13 	Drama, Romance 	$38.32M 	62076141 	en 	10.550439 	7.2 	11000000
Bridge of Spies 	2015 	tt3682448 	PG-13 	Drama, History, Thriller 	$72.31M 	165478348 	en 	15.684434 	7.2 	40000000
Steve Jobs 	2015 	tt2080374 	R 	Biography, Drama 	$17.75M 	34441873 	en 	12.620203 	6.8 	30000000
In the Heart of the Sea 	2015 	tt1390411 	PG-13 	Action, Adventure, Biography 	$25.02M 	93820758 	en 	10.703867 	6.5 	100000000
The Diary of a Teenage Girl 	2015 	tt3172532 	R 	Drama, Romance 	$1.48M 	1477002 	en 	12.307155 	6.8 	2000000
Green Room 	2015 	tt4062536 	R 	Crime, Horror, Thriller 	$3.22M 	3220371 	en 	7.951262 	6.7 	5000000
Chappie 	2015 	tt1823672 	R 	Action, Crime, Drama 	$31.57M 	104399548 	en 	29.619107 	6.6 	49000000
Minions 	2015 	tt2293640 	PG 	Animation, Action, Adventure 	$336.05M 	1156730962 	en 	540.540558 	6.4 	74000000
Under sandet 	2015 	tt3841424 	R 	Drama, History, War 	$0.44M 	0 	da 	6.573049 	7.8 	5070773
The Transporter Refueled 	2015 	tt2938956 	PG-13 	Action, Comedy, Crime 	$16.03M 	72629670 	en 	10.737522 	5.3 	25000000
Goosebumps 	2015 	tt1051904 	PG 	Adventure, Comedy, Family 	$80.08M 	158162788 	en 	11.944207 	6.1 	58000000
Scouts Guide to the Zombie Apocalypse 	2015 	tt1727776 	R 	Action, Comedy, Horror 	$3.64M 	14860766 	en 	19.201274 	6.2 	15000000
Demolition 	2015 	tt1172049 	R 	Comedy, Drama 	$1.98M 	1978592 	en 	7.280424 	6.6 	10000000
Insidious: Chapter 3 	2015 	tt3195644 	PG-13 	Horror, Mystery, Thriller 	$52.22M 	104303851 	en 	13.489486 	6.3 	10000000
The Longest Ride 	2015 	tt2726560 	PG-13 	Drama, Romance 	$37.43M 	63013281 	en 	8.40145 	7.3 	34000000
Fantastic Four 	2015 	tt1502712 	PG-13 	Action, Adventure, Sci-Fi 	$56.12M 	167977596 	en 	11.889282 	4.4 	120000000
Macbeth 	2015 	tt2884018 	R 	Drama, War 	$1.11M 	12601706 	en 	10.069538 	6.4 	15000000
Pan 	2015 	tt3332064 	PG 	Adventure, Family, Fantasy 	$35.09M 	128388320 	en 	10.571072 	5.9 	150000000
Ted 2 	2015 	tt2637276 	R 	Comedy 	$81.48M 	217022588 	en 	14.593459 	6.2 	68000000
Paper Towns 	2015 	tt3622592 	PG-13 	Drama, Mystery, Romance 	$32.00M 	85512300 	en 	9.011764 	6.1 	12000000
Pixels 	2015 	tt2120120 	PG-13 	Action, Comedy, Family 	$78.75M 	243637091 	en 	18.019625 	5.6 	88000000
The Stanford Prison Experiment 	2015 	tt0420293 	R 	Biography, Drama, History 	$0.64M 	643557 	en 	5.312262 	6.8 	0
Victor Frankenstein 	2015 	tt1976009 	PG-13 	Drama, Horror, Sci-Fi 	$5.78M 	34227298 	en 	7.990229 	5.6 	40000000
Child 44 	2015 	tt1014763 	R 	Crime, Drama, Thriller 	$1.21M 	3324330 	en 	17.429998 	6.1 	50000000
Concussion 	2015 	tt3322364 	PG-13 	Biography, Drama, Sport 	$34.53M 	50363790 	en 	8.860714 	7.0 	35000000
Hardcore Henry 	2015 	tt3072482 	R 	Action, Adventure, Sci-Fi 	$9.24M 	14333790 	en 	14.377586 	6.2 	10000000
Self/less 	2015 	tt2140379 	PG-13 	Action, Mystery, Sci-Fi 	$12.28M 	30523226 	en 	15.262194 	6.3 	26000000
Entourage 	2015 	tt1674771 	R 	Comedy 	$32.36M 	49263404 	en 	10.398012 	6.2 	30000000
Mortdecai 	2015 	tt3045616 	R 	Action, Comedy, Crime 	$7.61M 	30418560 	en 	11.1451 	5.4 	60000000
Me and Earl and the Dying Girl 	2015 	tt2582496 	PG-13 	Comedy, Drama 	$6.74M 	0 	en 	10.902601 	7.7 	0
Knight of Cups 	2015 	tt2101383 	R 	Drama, Romance 	$0.56M 	566006 	en 	6.545137 	5.7 	0
Secret in Their Eyes 	2015 	tt1741273 	PG-13 	Crime, Drama, Mystery 	$20.18M 	34854990 	en 	5.84759 	6.2 	19500000
A Bigger Splash 	2015 	tt2056771 	R 	Drama, Thriller 	$1.98M 	1982505 	en 	12.239956 	6.0 	0
The Good Dinosaur 	2015 	tt1979388 	PG 	Animation, Adventure, Comedy 	$123.09M 	331926147 	en 	13.567171 	6.6 	175000000
High-Rise 	2015 	tt0462335 	R 	Drama 	$0.34M 	346472 	en 	14.757377 	5.3 	0
Tangerine 	2015 	tt3824458 	R 	Comedy, Crime, Drama 	$0.70M 	702354 	en 	4.54476 	6.9 	100000
En man som heter Ove 	2015 	tt4080728 	PG-13 	Comedy, Drama 	$3.36M 	3371692 	sv 	13.948237 	7.5 	0
By the Sea 	2015 	tt3707106 	R 	Drama, Romance 	$0.53M 	3727746 	en 	10.942284 	5.4 	10000000
Dope 	2015 	tt3850214 	R 	Comedy, Crime, Drama 	$17.47M 	17986781 	en 	6.07537 	7.2 	700000
Far from the Madding Crowd 	2015 	tt2935476 	PG-13 	Drama, Romance 	$12.23M 	30229977 	en 	7.592665 	6.9 	0
Tale of Tales 	2015 	tt3278330 	R 	Drama, Fantasy, Horror 	$0.08M 	0 	en 	10.626562 	6.1 	12000000
Irrational Man 	2015 	tt3715320 	R 	Comedy, Drama 	$4.03M 	27391084 	en 	5.247362 	6.3 	11000000
Eye in the Sky 	2015 	tt2057392 	R 	Drama, Thriller, War 	$18.70M 	18704595 	en 	7.531028 	7.2 	13000000
The Man Who Knew Infinity 	2015 	tt0787524 	PG-13 	Biography, Drama 	$3.87M 	11472454 	en 	10.512954 	7.2 	0
Anomalisa 	2015 	tt2401878 	R 	Animation, Comedy, Drama 	$3.44M 	5659286 	en 	6.540133 	6.9 	8000000
The Boy Next Door 	2015 	tt3181822 	R 	Mystery, Thriller 	$35.39M 	52425855 	en 	7.506445 	4.1 	4000000
Get Hard 	2015 	tt2561572 	R 	Comedy, Crime 	$90.41M 	111811453 	en 	7.081533 	5.9 	40000000
Beasts of No Nation 	2015 	tt1365050 	Not Rated 	Drama, War 	$0.08M 	9077700 	en 	8.28547 	7.6 	6000000
Poltergeist 	2015 	tt1029360 	PG-13 	Horror, Thriller 	$47.43M 	95437994 	en 	14.820316 	5.0 	35000000
American Ultra 	2015 	tt3316948 	R 	Action, Comedy, Sci-Fi 	$14.43M 	27139524 	en 	9.178803 	6.0 	28000000
Equals 	2015 	tt3289728 	PG-13 	Drama, Romance, Sci-Fi 	$0.03M 	2084628 	en 	11.529788 	5.9 	16000000
We Are Your Friends 	2015 	tt3787590 	R 	Drama, Music, Romance 	$3.59M 	11122090 	en 	8.906827 	6.3 	6000000
Strangerland 	2015 	tt2325977 	R 	Drama, Mystery, Thriller 	$0.02M 	17472 	en 	4.740695 	5.1 	10000000
Into the Forest 	2015 	tt2625810 	R 	Drama, Sci-Fi, Thriller 	$0.01M 	0 	en 	5.81857 	5.6 	0
The 33 	2015 	tt2006295 	PG-13 	Biography, Drama, History 	$12.19M 	24902723 	en 	6.176868 	6.0 	25000000
Woman in Gold 	2015 	tt2404425 	PG-13 	Biography, Drama, History 	$33.31M 	61619773 	en 	11.930389 	7.3 	11000000
The SpongeBob Movie: Sponge Out of Water 	2015 	tt2279373 	PG 	Animation, Adventure, Comedy 	$162.99M 	311594032 	en 	10.758015 	5.7 	74000000
The Gunman 	2015 	tt2515034 	R 	Action, Crime, Drama 	$10.64M 	13644292 	en 	10.772336 	5.6 	40000000
The Wedding Ringer 	2015 	tt0884732 	R 	Comedy 	$64.46M 	79799880 	en 	10.167934 	6.5 	23000000
Trumbo 	2015 	tt3203606 	R 	Biography, Drama 	$7.86M 	8235661 	en 	6.200553 	7.3 	15000000
Sinister 2 	2015 	tt2752772 	R 	Horror, Mystery, Thriller 	$27.74M 	52882018 	en 	19.416157 	5.5 	10000000
Bølgen 	2015 	tt3616916 	R 	Action, Drama, Thriller 	$0.18M 	12975143 	no 	6.136592 	6.5 	5904067
Paranormal Activity: The Ghost Dimension 	2015 	tt2473510 	R 	Horror 	$18.30M 	78096553 	en 	7.268844 	5.0 	10000000
Alvin and the Chipmunks: The Road Chip 	2015 	tt2974918 	PG 	Animation, Adventure, Comedy 	$85.89M 	233755553 	en 	10.480976 	5.7 	0
Jem and the Holograms 	2015 	tt3614530 	PG 	Adventure, Drama, Fantasy 	$2.18M 	2333684 	en 	4.683923 	5.4 	5000000
Project Almanac 	2015 	tt2436386 	PG-13 	Sci-Fi, Thriller 	$22.33M 	32248241 	en 	6.81181 	6.4 	12000000
The Bronze 	2015 	tt3859304 	R 	Comedy, Drama 	$0.62M 	615816 	en 	5.592606 	5.5 	3500000
Run All Night 	2015 	tt2199571 	R 	Action, Crime, Drama 	$26.44M 	71561644 	en 	14.883224 	6.3 	50000000
A Walk in the Woods 	2015 	tt1178665 	R 	Adventure, Biography, Comedy 	$29.47M 	35991087 	en 	10.262689 	5.7 	8000000
Blackhat 	2015 	tt2717822 	R 	Crime, Drama, Mystery 	$7.10M 	17752940 	en 	13.960748 	5.1 	70000000
Jane Got a Gun 	2015 	tt2140037 	R 	Action, Drama, Western 	$1.51M 	1397284 	en 	7.040976 	5.4 	25000000
McFarland, USA 	2015 	tt2097298 	PG 	Biography, Drama, Sport 	$44.47M 	45710059 	en 	5.215952 	7.4 	0
The Hallow 	2015 	tt2474976 	Not Rated 	Horror 	$0.01M 	0 	en 	7.744168 	5.2 	0
